artifact_id,manifest_path,required_field,current_coverage_status,matched_aliases,remediation_status,recommended_value_source,recommended_action
dashboard,outputs/dashboard/validation_dashboard_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
dashboard,outputs/dashboard/validation_dashboard_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
duckdb,outputs/duckdb/duckdb_workspace_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
horizon_readiness,outputs/horizon_readiness/horizon_readiness_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase1,outputs/phase1/phase1_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase10,outputs/phase10/storage_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase10,outputs/phase10/storage_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase10,outputs/phase10/storage_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase10,outputs/phase10/storage_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase10,outputs/phase10/storage_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase10,outputs/phase10/storage_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase10,outputs/phase10/storage_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase10,outputs/phase10/storage_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase10,outputs/phase10/storage_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase10,outputs/phase10/storage_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id;features_path,complete_exact,calibration_dataset_id,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase11,outputs/phase11/strategy_validation_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase11_strategy_modules,outputs/phase11/strategy_module_registry_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase12,outputs/phase12/execution_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id;features_path,complete_exact,calibration_dataset_id,No remediation required.
phase12,outputs/phase12/execution_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase12,outputs/phase12/execution_manifest.json,cost_model_version,present_exact,cost_model_version;execution_profiles,complete_exact,cost_model_version,No remediation required.
phase12,outputs/phase12/execution_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase12,outputs/phase12/execution_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase12,outputs/phase12/execution_manifest.json,latency_model_version,present_exact,execution_profiles;latency_model_version,complete_exact,latency_model_version,No remediation required.
phase12,outputs/phase12/execution_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase12,outputs/phase12/execution_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase12,outputs/phase12/execution_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase12,outputs/phase12/execution_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,cost_model_version,present_exact,cost_model_version;execution_profiles,complete_exact,cost_model_version,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,latency_model_version,present_exact,execution_profiles;latency_model_version,complete_exact,latency_model_version,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase12_event_backtest,outputs/phase12/event_backtest_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase13,outputs/phase13/experiment_design_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase13_smoke_run,outputs/phase13/experiment_run_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,regime_calendar_version,present_exact,phase4_calendar;regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase14,outputs/phase14/quality_validation_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,cost_model_version,present_exact,cost_model_version;cost_schedule,complete_exact,cost_model_version,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase15,outputs/phase15/acceptance_gates_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,cost_model_version,present_exact,cost_model_version;cost_schedule,complete_exact,cost_model_version,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,random_seed,present_exact,random_seed;seed_plan,complete_exact,random_seed,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase16,outputs/phase16/metrics_reporting_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,generator_version,present_exact,generator_version,complete_exact,generator_version,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,latency_model_version,present_exact,latency_model_version,complete_exact,latency_model_version,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,random_seed,present_exact,random_seed,complete_exact,random_seed,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,regime_calendar_version,present_exact,regime_calendar_version,complete_exact,regime_calendar_version,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,scenario_ids,present_exact,scenario_ids,complete_exact,scenario_ids,No remediation required.
phase17,outputs/phase17/work_packages_manifest.json,ticker_metadata_version,present_exact,ticker_metadata_version,complete_exact,ticker_metadata_version,No remediation required.
phase18,outputs/phase18/technology_stack_manifest.json,calibration_dataset_id,present_exact,calibration_dataset_id,complete_exact,calibration_dataset_id,No remediation required.
phase18,outputs/phase18/technology_stack_manifest.json,configuration_hash,present_exact,configuration_hash,complete_exact,configuration_hash,No remediation required.
phase18,outputs/phase18/technology_stack_manifest.json,cost_model_version,present_exact,cost_model_version,complete_exact,cost_model_version,No remediation required.
phase18,outputs/phase18/technology_stack_manifest.json,creation_timestamp,present_exact,creation_timestamp;generated_utc,complete_exact,creation_timestamp,No remediation required.
